entity_id	fold	country	is_singleton
S1-261878009	3	India	False
S1-501061982	3	India	False
S1-258984099	4	US	False
S1-103271857	2	India	False
S1-803480388	2	India	False
S1-60171761	4	India	False
S1-893291713	1	India	False
S1-5269160	3	India	False
S1-807981721	2	India	False
S1-959995335	4	US	False
S1-127695058	1	US	False
S1-959283259	0	US	False
S1-472358125	1	US	False
S1-288508514	4	US	True
S1-841625318	1	US	True
S1-469633032	3	US	False
S1-83557841	1	India	False
S1-546295589	2	US	False
S1-351264715	4	US	False
S1-550616250	3	US	False
S1-621912756	0	US	True
S1-348943681	0	India	False
S1-217366101	2	India	False
S1-710100249	1	India	False
S1-701644989	2	US	False
S1-20937106	4	US	False
S1-254327283	4	India	False
S1-783255946	3	US	False
S1-283856487	2	US	False
S1-632015333	0	US	False
S1-909850860	2	India	False
S1-672343899	2	US	False
S1-906921531	1	US	False
S1-60819995	1	US	False
S1-996466467	1	US	False
S1-255961171	0	US	False
S1-883332137	2	US	False
S1-326238448	4	US	False
S1-726857502	0	US	False
S1-462851378	0	India	False
S1-881549324	2	India	False
S1-375860902	4	US	False
S1-360859233	4	US	False
S1-753342670	2	India	False
S1-944319923	1	US	False
S1-60741598	3	US	False
S1-459696972	3	India	False
S1-821599192	2	US	False
S1-470988436	1	US	False
S1-271166908	1	US	False
S1-377045299	0	US	False
S1-597398631	1	US	False
S1-822555816	2	US	False
S1-664742179	3	US	False
S1-181042832	1	US	False
S1-145317597	0	US	False
S1-254496680	3	US	False
S1-775301555	0	US	False
S1-665352925	3	US	False
S1-183842298	4	India	False
S1-705263860	4	US	False
S1-251914520	3	US	False
S1-66281501	4	US	False
S1-856799638	0	US	False
S1-244694954	4	India	False
S1-411625428	2	India	False
S1-305037843	0	India	False
S1-47438047	0	US	False
S1-696043339	1	US	False
S1-250368404	4	US	False
S1-670602008	2	India	False
S1-13230749	3	India	False
S1-62538884	1	India	False
S1-106970460	4	US	False
S1-358332080	1	India	True
S1-468133039	1	US	False
S1-541204633	3	US	False
S1-499545784	2	US	False
S1-895764295	4	US	False
S1-340961823	1	US	False
S1-454386820	0	US	False
S1-402877115	2	US	False
S1-37562745	3	US	False
S1-781407721	3	US	False
S1-807771205	2	US	False
S1-36838523	2	India	False
S1-164544513	0	US	True
S1-220952547	3	US	False
S1-31590370	0	US	False
S1-730858380	3	India	False
S1-23238229	4	US	False
S1-272162862	3	India	False
S1-611222538	2	India	False
S1-209599235	4	India	False
S1-890394600	2	US	False
S1-246079558	2	US	True
S1-648173217	4	US	False
S1-245795418	0	India	False
S1-65634833	4	India	False
S1-812788476	3	US	False
S1-641626981	0	India	False
S1-447972072	3	US	False
S1-449777387	4	US	False
S1-986730999	1	US	True
S1-779934006	0	India	False
S1-674232266	3	India	True
S1-356031625	4	India	False
S1-336019280	4	US	False
S1-661674749	0	India	False
S1-791199214	4	US	False
S1-491134424	0	US	False
S1-788366857	2	US	False
S1-340984160	2	US	False
S1-325847872	1	India	False
S1-30278159	4	US	False
S1-732725763	3	US	False
S1-495329781	1	US	False
S1-936282854	0	US	False
S1-101840713	2	US	False
S1-294182335	0	India	False
S1-726034419	3	India	False
S1-489657082	3	US	False
S1-569519573	2	US	False
S1-79431219	0	India	False
S1-827388049	0	US	False
S1-17120770	2	India	False
S1-799081492	2	US	False
S1-73579708	2	US	False
S1-366301467	0	India	True
S1-67359361	4	US	False
S1-503743375	2	India	False
S1-384269298	3	India	False
S1-69762720	4	US	False
S1-907355474	4	India	False
S1-315048495	3	US	False
S1-84934582	3	US	False
S1-128846620	1	US	False
S1-572115861	4	India	False
S1-125470386	1	India	False
S1-921939189	4	US	False
S1-994035025	2	US	False
S1-41293742	4	US	False
S1-438689162	1	US	False
S1-426888675	2	US	False
S1-301261101	3	India	False
S1-175348453	1	India	False
S1-221285190	0	US	False
S1-365765913	4	India	False
S1-960262735	2	US	False
S1-400706462	2	US	False
S1-737693212	2	US	False
S1-391413976	1	US	False
S1-259439889	4	India	False
S1-716686798	4	India	False
S1-40685566	3	India	True
S1-202033810	3	US	False
S1-565979231	0	US	False
S1-892057254	1	India	False
S1-187297701	2	US	False
S1-748122982	4	US	False
S1-556012817	2	US	False
S1-932556003	4	US	False
S1-946284039	2	US	False
S1-265989350	2	US	False
S1-974759638	4	India	False
S1-531573275	1	US	False
S1-831509732	4	US	False
S1-150299261	4	US	False
S1-563048840	2	US	False
S1-888424528	3	US	False
S1-939733412	1	US	False
S1-556888541	0	US	False
S1-860228868	0	India	False
S1-960445685	2	India	False
S1-48675821	2	India	False
S1-510935106	2	US	False
S1-16944573	1	US	False
S1-404340813	2	US	False
S1-434300846	3	India	False
S1-235519188	1	US	False
S1-892995287	3	India	False
S1-413611547	3	US	False
S1-260471761	3	US	False
S1-48346126	1	US	False
S1-612612663	4	India	False
S1-255071939	0	India	False
S1-866096118	0	US	False
S1-650393586	1	US	False
S1-771279361	0	India	False
S1-356797111	4	India	False
S1-200173991	3	India	False
S1-784241982	1	India	False
S1-415750738	2	US	False
S1-253644887	4	US	False
S1-50975584	2	US	False
S1-645784307	4	India	False
S1-625805253	2	India	False
S1-487150228	0	US	False
S1-893667094	0	India	True
S1-416320059	3	US	False
S1-873664903	2	US	False
S1-122041789	3	US	False
S1-712616041	4	US	False
S1-354803980	1	US	False
S1-206812162	3	US	False
S1-55447002	3	India	False
S1-796194179	4	India	True
S1-942042131	1	US	False
S1-357490178	0	US	False
S1-618196662	2	US	False
S1-579950367	1	US	False
S1-715904637	4	US	False
S1-162643312	2	US	False
S1-171575214	2	US	False
S1-597747650	1	India	False
S1-945400201	0	India	False
S1-32421619	1	India	False
S1-887885398	2	US	False
S1-961617693	3	India	False
S1-71011696	3	India	False
S1-23736971	1	US	False
S1-826639293	4	US	False
S1-744227215	1	US	False
S1-811820175	0	US	False
S1-948389696	4	US	False
S1-401248266	0	US	False
S1-604156150	4	India	False
S1-201238476	0	US	False
S1-530276120	1	India	False
S1-102602747	1	US	False
S1-989799520	2	US	True
S1-795212295	0	US	False
S1-52655069	3	US	False
S1-854629615	1	US	False
S1-557697912	0	US	False
S1-689782717	4	US	False
S1-835045583	4	US	False
S1-233121555	4	India	False
S1-711442890	3	India	False
S1-506892831	1	US	False
S1-367814890	3	US	False
S1-478841948	4	India	False
S1-136642927	3	US	False
S1-865096985	4	India	False
S1-920278481	1	India	False
S1-321023005	0	India	False
S1-626556521	4	India	False
S1-839618497	0	US	False
S1-987511015	0	US	False
S1-729405775	1	US	False
S1-34602038	1	US	False
S1-860107577	2	US	False
S1-409268574	4	US	False
S1-999298100	3	US	False
S1-594472040	4	US	False
S1-998502976	4	US	False
S1-515840338	1	US	False
S1-657797030	2	US	False
S1-726377575	4	India	False
S1-287312167	0	US	False
S1-299437665	0	US	False
S1-874697947	0	US	False
S1-48910045	4	US	False
S1-207070480	4	India	False
S1-85521831	2	US	False
S1-898128453	2	US	False
S1-771001139	3	India	False
S1-24366536	4	US	False
S1-699343983	3	US	False
S1-318298929	2	US	False
S1-941824475	3	India	False
S1-484719661	0	US	False
S1-482479276	1	US	False
S1-476520358	3	India	False
S1-450388868	1	India	False
S1-251415542	3	US	False
S1-9220458	2	India	False
S1-528342308	1	India	False
S1-189515331	1	US	False
S1-287216697	4	US	False
S1-162289357	0	India	False
S1-783741807	4	US	False
S1-881699007	4	India	False
S1-691235665	3	India	False
S1-764089994	1	US	False
S1-212834562	2	India	False
S1-77219993	1	US	False
S1-262828035	1	US	True
S1-19400256	1	US	False
S1-22702153	2	US	False
S1-974976824	3	US	False
S1-158863647	1	US	False
S1-101192634	1	US	False
S1-777900927	3	US	False
S1-419736256	0	India	False
S1-503698288	2	India	False
S1-198992734	0	India	False
S1-959583445	3	US	False
S1-391092749	0	India	False
S1-921072454	2	US	False
S1-992251714	2	US	False
S1-420647525	1	India	False
S1-369222610	0	US	False
S1-39285094	4	US	False
S1-859135881	1	US	False
S1-558060197	2	US	False
S1-933300767	3	US	False
S1-96325623	1	India	False
S1-627147531	0	US	False
S1-58474738	3	US	False
S1-182059724	1	India	False
S1-603421913	4	US	False
S1-87384687	0	US	False
S1-47608454	1	US	False
S1-99108424	1	US	False
S1-953042004	3	US	False
S1-213549918	0	India	False
S1-510463613	4	India	False
S1-334805632	4	US	False
S1-514603237	0	US	False
S1-820793301	1	US	False
S1-131712614	2	India	False
S1-878566691	3	India	False
S1-647009769	4	India	False
S1-165142383	2	India	False
S1-237886855	1	India	False
S1-898357048	4	US	False
S1-852523324	4	India	False
S1-702305050	0	US	False
S1-186313727	0	US	False
S1-709475867	3	US	False
S1-306896727	4	US	False
S1-664204996	1	India	False
S1-733830300	0	India	False
S1-809221862	2	US	False
S1-622878848	1	US	True
S1-531174086	3	India	False
S1-777107234	3	India	False
S1-739453340	1	US	False
S1-399519960	0	US	False
S1-303489433	0	US	True
S1-270399454	0	US	False
S1-789635397	4	India	False
S1-53711172	3	India	False
S1-352482269	4	US	False
S1-269419550	4	US	False
S1-827251079	3	US	False
S1-183640623	0	India	False
S1-179611600	0	India	False
S1-765070473	1	India	False
S1-397714415	0	India	False
S1-176421911	3	India	False
S1-988548638	3	US	False
S1-513782340	4	US	False
S1-136163056	4	India	False
S1-346246280	3	India	False
S1-659381411	1	US	False
S1-500141834	1	US	False
S1-883925274	4	India	False
S1-440931929	4	India	False
S1-300728909	2	US	False
S1-217043421	0	US	False
S1-86954835	1	India	False
S1-868765555	2	India	False
S1-23073566	0	India	False
S1-94681965	4	India	False
S1-776029320	0	US	False
S1-593161776	1	US	False
S1-273677153	0	India	False
S1-596107835	1	India	False
S1-172500851	1	India	False
S1-691771387	3	US	False
S1-248455488	2	US	False
S1-525326507	4	India	False
S1-658361296	2	India	False
S1-983079601	0	India	False
S1-919631079	2	US	False
S1-454519266	2	US	False
S1-308081529	0	US	False
S1-829066507	2	US	False
S1-307944508	4	India	False
S1-977357186	4	India	True
S1-171283498	1	US	False
S1-966152140	0	India	False
S1-150981892	4	US	False
S1-962800102	2	US	False
S1-776854076	3	US	False
S1-457972416	3	US	False
S1-441905280	2	India	False
S1-252851013	0	US	False
S1-884538207	3	US	False
S1-959330164	2	US	False
S1-519302298	4	US	False
S1-41617262	3	US	False
S1-885106743	0	US	False
S1-518752247	0	US	False
S1-721016621	0	US	False
S1-152547436	1	India	False
S1-822483514	3	India	False
S1-753607736	2	US	False
S1-591809630	4	US	False
S1-317907092	1	US	False
S1-76123770	3	US	False
S1-335210404	1	India	False
S1-946230360	4	India	False
S1-913086679	2	India	False
S1-242088044	1	India	False
S1-596228170	0	India	True
S1-689495956	1	India	False
S1-568182113	3	US	False
S1-932904797	2	US	True
S1-869850969	2	US	True
S1-609621632	1	US	False
S1-574098397	4	India	False
S1-751786743	0	India	False
S1-416040756	4	US	False
S1-570746990	1	US	False
S1-396298114	2	US	False
S1-565759024	0	India	True
S1-853612568	1	US	False
S1-626103623	0	US	False
S1-283631562	4	India	False
S1-272416193	3	US	False
S1-807761002	3	US	False
S1-23167900	1	India	False
S1-151217783	2	India	False
S1-716827571	4	US	False
S1-62261068	2	India	False
S1-506343712	2	India	False
S1-342232969	2	India	False
S1-242059437	2	US	False
S1-658122692	2	India	False
S1-813952103	2	US	False
S1-780252821	3	US	False
S1-159511952	3	US	False
S1-522969334	2	India	False
S1-776826213	4	US	False
S1-911662790	1	US	False
S1-650155603	4	India	False
S1-865012247	4	India	False
S1-301397230	3	US	False
S1-904105539	4	US	False
S1-509567365	4	India	False
S1-960923417	3	US	False
S1-398298775	4	US	True
S1-824587642	1	India	False
S1-683407072	4	US	False
S1-439730212	3	US	False
S1-414224012	3	US	False
S1-955266188	0	India	False
S1-732019341	1	US	False
S1-969726315	4	US	False
S1-960166767	3	India	False
S1-213971278	1	US	False
S1-499271757	0	India	False
S1-432663932	3	US	False
S1-741283213	0	US	False
S1-295347290	1	India	False
S1-910139064	1	US	False
S1-44841869	1	India	False
S1-220907904	4	US	False
S1-299677081	4	US	True
S1-599117865	3	India	False
S1-621148548	0	US	False
S1-261457479	3	US	False
S1-941533934	3	India	False
S1-576949749	2	US	False
S1-690278634	2	India	False
S1-61850637	1	US	False
S1-879127513	0	US	False
S1-349124784	0	US	False
S1-733303740	3	India	False
S1-788524017	0	US	False
S1-209412300	1	US	False
S1-464662181	2	India	False
S1-994475976	2	India	False
S1-877039268	3	India	False
S1-526302083	3	India	False
S1-425748915	4	US	False
S1-829912212	2	US	False
S1-534570799	4	US	False
S1-138249249	2	US	False
S1-189103200	2	India	False
